"Profile","Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"Class","BackboneElement.modifierExtension","BackboneElement.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R5/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"CrossBorderProduct","CrossBorderProduct","CrossBorderProduct","","","",0,*,"","","","null {[]} {[]}
","DRAFT: Medicinal Product in crossborder eP/eD","DRAFT. Crossborder eP/eD/PS medicinal product as a implementation-agnostic logical model","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"CrossBorderProduct","CrossBorderProduct.medicinalProductIdentifier","CrossBorderProduct.medicinalProductIdentifier","","","",0,*,"","","","Element {[CanonicalType[http://unicom-project.eu/fhir/StructureDefinition/II]]} {[]}
","MPID or national identifier","MPID or national identifier","","","","","","","","","",,,,,"",,,,"CrossBorderProduct.medicinalProductIdentifier",0,*,"",""
"CrossBorderProduct","CrossBorderProduct.packagedProductIdentifier","CrossBorderProduct.packagedProductIdentifier","","","",0,*,"","","","Element {[CanonicalType[http://unicom-project.eu/fhir/StructureDefinition/II]]} {[]}
","PCID or national","PCID or national","","","","","","","","","",,,,,"",,,,"CrossBorderProduct.packagedProductIdentifier",0,*,"",""
"CrossBorderProduct","CrossBorderProduct.pharmaceuticalProductIdentifier","CrossBorderProduct.pharmaceuticalProductIdentifier","","","",0,*,"","","","Element {[CanonicalType[http://unicom-project.eu/fhir/StructureDefinition/II]]} {[]}
","PhPID","PhPID","","","","","","","","","",,,,,"",,,,"CrossBorderProduct.pharmaceuticalProductIdentifier",0,*,"",""
"CrossBorderProduct","CrossBorderProduct.atc","CrossBorderProduct.atc","","","",1,1,"","","","Element {[CanonicalType[http://unicom-project.eu/fhir/StructureDefinition/CD]]} {[]}
","ATC code","ATC code","","","","","","","","","",,,,,"",,,,"CrossBorderProduct.atc",1,1,"",""
"CrossBorderProduct","CrossBorderProduct.packSize","CrossBorderProduct.packSize","","","",1,*,"","","","Element {[CanonicalType[http://unicom-project.eu/fhir/StructureDefinition/PQ]]} {[]}
","Overall amount of product (100ml; 20 tablets; 1 creme & 6 pessaries)","Overall amount of product (100ml; 20 tablets; 1 creme & 6 pessaries)","","","","","","","","","",,,,,"",,,,"CrossBorderProduct.packSize",1,*,"",""
"CrossBorderProduct","CrossBorderProduct.fullName","CrossBorderProduct.fullName","","","",0,*,"","","","Element {[CanonicalType[http://unicom-project.eu/fhir/StructureDefinition/ST]]} {[]}
","Name of the product","Name of the product","","","","","","","","","",,,,,"",,,,"CrossBorderProduct.fullName",0,*,"",""
"CrossBorderProduct","CrossBorderProduct.doseForm","CrossBorderProduct.doseForm","","","",1,1,"","","","Element {[CanonicalType[http://unicom-project.eu/fhir/StructureDefinition/CD]]} {[]}
","Authorised dose form for eD; authorised or pharmaceutical for eP","Authorised dose form for eD; authorised or pharmaceutical for eP","","","","","","","","","",,,,,"",,,,"CrossBorderProduct.doseForm",1,1,"",""
"CrossBorderProduct","CrossBorderProduct.constitution","CrossBorderProduct.constitution","","","",1,*,"","","","BackboneElement {[CanonicalType[http://unicom-project.eu/fhir/StructureDefinition/Class]]} {[]}
","Content of the product - defines ingredients, manufactured items, or device","Content of the product - defines ingredients, manufactured items, or device","","","","","","","","","",,,,,"",,,,"CrossBorderProduct.constitution",1,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"CrossBorderProduct","CrossBorderProduct.constitution.id","CrossBorderProduct.constitution.id","","","",0,1,"","","","id {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"ele-1
",""
"CrossBorderProduct","CrossBorderProduct.constitution.extension","CrossBorderProduct.constitution.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"CrossBorderProduct","CrossBorderProduct.constitution.modifierExtension","CrossBorderProduct.constitution.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R5/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"CrossBorderProduct","CrossBorderProduct.constitution.ingredient","CrossBorderProduct.constitution.ingredient","","","",0,*,"","","","BackboneElement {[CanonicalType[http://unicom-project.eu/fhir/StructureDefinition/Class]]} {[]}
","Ingredients, by default only active ingredients","Ingredients, by default only active ingredients","","","","","","","","","",,,,,"",,,,"CrossBorderProduct.constitution.ingredient",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"CrossBorderProduct","CrossBorderProduct.constitution.ingredient.id","CrossBorderProduct.constitution.ingredient.id","","","",0,1,"","","","id {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"ele-1
",""
"CrossBorderProduct","CrossBorderProduct.constitution.ingredient.extension","CrossBorderProduct.constitution.ingredient.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"CrossBorderProduct","CrossBorderProduct.constitution.ingredient.modifierExtension","CrossBorderProduct.constitution.ingredient.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R5/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"CrossBorderProduct","CrossBorderProduct.constitution.ingredient.role","CrossBorderProduct.constitution.ingredient.role","","","",1,1,"","","","Element {[CanonicalType[http://unicom-project.eu/fhir/StructureDefinition/CD]]} {[]}
","(might not be needed if only active ingredients are expected)","(might not be needed if only active ingredients are expected)","","","","","","","","","",,,,,"",,,,"CrossBorderProduct.constitution.ingredient.role",1,1,"",""
"CrossBorderProduct","CrossBorderProduct.constitution.ingredient.substance","CrossBorderProduct.constitution.ingredient.substance","","","",1,1,"","","","Element {[CanonicalType[http://unicom-project.eu/fhir/StructureDefinition/CD]]} {[]}
","Substance","Substance","","","","","","","","","",,,,,"",,,,"CrossBorderProduct.constitution.ingredient.substance",1,1,"",""
"CrossBorderProduct","CrossBorderProduct.constitution.ingredient.strengthInfo","CrossBorderProduct.constitution.ingredient.strengthInfo","","","",1,*,"","","","BackboneElement {[CanonicalType[http://unicom-project.eu/fhir/StructureDefinition/Class]]} {[]}
","Concentration or presentation strength","Concentration or presentation strength","","","","","","","","","",,,,,"",,,,"CrossBorderProduct.constitution.ingredient.strengthInfo",1,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"CrossBorderProduct","CrossBorderProduct.constitution.ingredient.strengthInfo.id","CrossBorderProduct.constitution.ingredient.strengthInfo.id","","","",0,1,"","","","id {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"ele-1
",""
"CrossBorderProduct","CrossBorderProduct.constitution.ingredient.strengthInfo.extension","CrossBorderProduct.constitution.ingredient.strengthInfo.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"CrossBorderProduct","CrossBorderProduct.constitution.ingredient.strengthInfo.modifierExtension","CrossBorderProduct.constitution.ingredient.strengthInfo.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R5/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"CrossBorderProduct","CrossBorderProduct.constitution.ingredient.strengthInfo.strength","CrossBorderProduct.constitution.ingredient.strengthInfo.strength","","","",1,1,"","","","Element {[CanonicalType[http://unicom-project.eu/fhir/StructureDefinition/RTO]]} {[]}
","Concentration or presentation strength of the precise active ingredient","Concentration or presentation strength of the precise active ingredient","","","","","","","","","",,,,,"",,,,"CrossBorderProduct.constitution.ingredient.strengthInfo.strength",1,1,"",""
"CrossBorderProduct","CrossBorderProduct.constitution.ingredient.strengthInfo.referenceStrength","CrossBorderProduct.constitution.ingredient.strengthInfo.referenceStrength","","","",0,*,"","","","BackboneElement {[CanonicalType[http://unicom-project.eu/fhir/StructureDefinition/Class]]} {[]}
","Reference strength; according to the substance+strength type above","Reference strength; according to the substance+strength type above","","","","","","","","","",,,,,"",,,,"CrossBorderProduct.constitution.ingredient.strengthInfo.referenceStrength",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"CrossBorderProduct","CrossBorderProduct.constitution.ingredient.strengthInfo.referenceStrength.id","CrossBorderProduct.constitution.ingredient.strengthInfo.referenceStrength.id","","","",0,1,"","","","id {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"ele-1
",""
"CrossBorderProduct","CrossBorderProduct.constitution.ingredient.strengthInfo.referenceStrength.extension","CrossBorderProduct.constitution.ingredient.strengthInfo.referenceStrength.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"CrossBorderProduct","CrossBorderProduct.constitution.ingredient.strengthInfo.referenceStrength.modifierExtension","CrossBorderProduct.constitution.ingredient.strengthInfo.referenceStrength.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R5/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"CrossBorderProduct","CrossBorderProduct.constitution.ingredient.strengthInfo.referenceStrength.referenceSubstance","CrossBorderProduct.constitution.ingredient.strengthInfo.referenceStrength.referenceSubstance","","","",1,1,"","","","Element {[CanonicalType[http://unicom-project.eu/fhir/StructureDefinition/CD]]} {[]}
","Substance for reference strength","Substance for reference strength","","","","","","","","","",,,,,"",,,,"CrossBorderProduct.constitution.ingredient.strengthInfo.referenceStrength.referenceSubstance",1,1,"",""
"CrossBorderProduct","CrossBorderProduct.constitution.ingredient.strengthInfo.referenceStrength.strength","CrossBorderProduct.constitution.ingredient.strengthInfo.referenceStrength.strength","","","",1,1,"","","","Element {[CanonicalType[http://unicom-project.eu/fhir/StructureDefinition/RTO]]} {[]}
","Reference strength","Reference strength","","","","","","","","","",,,,,"",,,,"CrossBorderProduct.constitution.ingredient.strengthInfo.referenceStrength.strength",1,1,"",""
"CrossBorderProduct","CrossBorderProduct.constitution.manufacturedItem","CrossBorderProduct.constitution.manufacturedItem","","","",0,*,"","","","BackboneElement {[CanonicalType[http://unicom-project.eu/fhir/StructureDefinition/Class]]} {[]}
","Manufactured item if the prescription contains more than one type of items","Manufactured item if the prescription contains more than one type of items","","","","","","","","","",,,,,"",,,,"CrossBorderProduct.constitution.manufacturedItem",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"CrossBorderProduct","CrossBorderProduct.constitution.manufacturedItem.id","CrossBorderProduct.constitution.manufacturedItem.id","","","",0,1,"","","","id {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"ele-1
",""
"CrossBorderProduct","CrossBorderProduct.constitution.manufacturedItem.extension","CrossBorderProduct.constitution.manufacturedItem.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
