"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)","Mapping: RIM Mapping"
"FullMedicinalProduct","FullMedicinalProduct","","","",0,*,"","","","","Medicinal Product","Medicinal Product","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"FullMedicinalProduct.marketingAuthorization.mahName","FullMedicinalProduct.marketingAuthorization.mahName","","","",1,1,"","","","Element {[CanonicalType[https://build.fhir.org/ig/hl7-eu/unicom-ig/branches/mpd-r5/StructureDefinition/ST]]} {[]}
","Marketing authorisation holder's name","Marketing authorisation holder's name","","","","","","","","","",,,,,"",,,,"FullMedicinalProduct.marketingAuthorization.mahName",1,1,"",""
"FullMedicinalProduct.pharmaceuticalProduct","FullMedicinalProduct.pharmaceuticalProduct","","","",1,*,"","","","BackboneElement {[CanonicalType[https://build.fhir.org/ig/hl7-eu/unicom-ig/branches/mpd-r5/StructureDefinition/class]]} {[]}
","Pharmaceutical/administrable product","Pharmaceutical/administrable product","","","","","","","","","",,,,,"",,,,"FullMedicinalProduct.pharmaceuticalProduct",1,*,"",""
"FullMedicinalProduct.pharmaceuticalProduct.identifier","FullMedicinalProduct.pharmaceuticalProduct.identifier","","","",0,*,"","","","Element {[CanonicalType[https://build.fhir.org/ig/hl7-eu/unicom-ig/branches/mpd-r5/StructureDefinition/II]]} {[]}
","Identifier","Identifier","","","","","","","","","",,,,,"",,,,"FullMedicinalProduct.pharmaceuticalProduct.identifier",0,*,"",""
"FullMedicinalProduct.pharmaceuticalProduct.phpid","FullMedicinalProduct.pharmaceuticalProduct.phpid","","","",0,*,"","","","Element {[CanonicalType[https://build.fhir.org/ig/hl7-eu/unicom-ig/branches/mpd-r5/StructureDefinition/II]]} {[]}
","Pharmaceutical Product ID (PhPID)","Pharmaceutical Product ID (PhPID)","","","","","","","","","",,,,,"",,,,"FullMedicinalProduct.pharmaceuticalProduct.phpid",0,*,"",""
"FullMedicinalProduct.pharmaceuticalProduct.nationalId","FullMedicinalProduct.pharmaceuticalProduct.nationalId","","","",0,*,"","","","Element {[CanonicalType[https://build.fhir.org/ig/hl7-eu/unicom-ig/branches/mpd-r5/StructureDefinition/II]]} {[]}
","National ID","National ID","","","","","","","","","",,,,,"",,,,"FullMedicinalProduct.pharmaceuticalProduct.nationalId",0,*,"",""
"FullMedicinalProduct.pharmaceuticalProduct.administrableDoseForm","FullMedicinalProduct.pharmaceuticalProduct.administrableDoseForm","","","",1,1,"","","","Element {[CanonicalType[https://build.fhir.org/ig/hl7-eu/unicom-ig/branches/mpd-r5/StructureDefinition/CD]]} {[]}
","Administrable Dose Form","Administrable Dose Form","","","","","","","","","",,,,,"",,,,"FullMedicinalProduct.pharmaceuticalProduct.administrableDoseForm",1,1,"",""
"FullMedicinalProduct.pharmaceuticalProduct.unitOfPresentation","FullMedicinalProduct.pharmaceuticalProduct.unitOfPresentation","","","",1,1,"","","","Element {[CanonicalType[https://build.fhir.org/ig/hl7-eu/unicom-ig/branches/mpd-r5/StructureDefinition/CD]]} {[]}
","Unit of Presentation","Unit of Presentation","","","","","","","","","",,,,,"",,,,"FullMedicinalProduct.pharmaceuticalProduct.unitOfPresentation",1,1,"",""
"FullMedicinalProduct.pharmaceuticalProduct.routeOfAdministration","FullMedicinalProduct.pharmaceuticalProduct.routeOfAdministration","","","",1,1,"","","","Element {[CanonicalType[https://build.fhir.org/ig/hl7-eu/unicom-ig/branches/mpd-r5/StructureDefinition/CD]]} {[]}
","Route of administration","Route of administration","","","","","","","","","",,,,,"",,,,"FullMedicinalProduct.pharmaceuticalProduct.routeOfAdministration",1,1,"",""
"FullMedicinalProduct.pharmaceuticalProduct.ingredient","FullMedicinalProduct.pharmaceuticalProduct.ingredient","","","",1,*,"","","","BackboneElement {[CanonicalType[https://build.fhir.org/ig/hl7-eu/unicom-ig/branches/mpd-r5/StructureDefinition/class]]} {[]}
","Ingredient","Ingredient","","","","","","","","","",,,,,"",,,,"FullMedicinalProduct.pharmaceuticalProduct.ingredient",1,*,"",""
"FullMedicinalProduct.pharmaceuticalProduct.ingredient.role","FullMedicinalProduct.pharmaceuticalProduct.ingredient.role","","","",1,1,"","","","Element {[CanonicalType[https://build.fhir.org/ig/hl7-eu/unicom-ig/branches/mpd-r5/StructureDefinition/CD]]} {[]}
","Ingredient role","Ingredient role","","","","","","","","","",,,,,"",,,,"FullMedicinalProduct.pharmaceuticalProduct.ingredient.role",1,1,"",""
"FullMedicinalProduct.pharmaceuticalProduct.ingredient.substance","FullMedicinalProduct.pharmaceuticalProduct.ingredient.substance","","","",1,1,"","","","Element {[CanonicalType[https://build.fhir.org/ig/hl7-eu/unicom-ig/branches/mpd-r5/StructureDefinition/II]]} {[]}
","Substance","Substance","","","","","","","","","",,,,,"",,,,"FullMedicinalProduct.pharmaceuticalProduct.ingredient.substance",1,1,"",""
"FullMedicinalProduct.pharmaceuticalProduct.ingredient.strength","FullMedicinalProduct.pharmaceuticalProduct.ingredient.strength","","","",1,*,"","","","BackboneElement {[CanonicalType[https://build.fhir.org/ig/hl7-eu/unicom-ig/branches/mpd-r5/StructureDefinition/class]]} {[]}
","Strength","Strength","","","","","","","","","",,,,,"",,,,"FullMedicinalProduct.pharmaceuticalProduct.ingredient.strength",1,*,"",""
"FullMedicinalProduct.pharmaceuticalProduct.ingredient.strength.presentationStrength","FullMedicinalProduct.pharmaceuticalProduct.ingredient.strength.presentationStrength","","","",0,1,"","","","BackboneElement {[CanonicalType[https://build.fhir.org/ig/hl7-eu/unicom-ig/branches/mpd-r5/StructureDefinition/class]]} {[]}
","Presentation strength","Presentation strength","","","","","","","","","",,,,,"",,,,"FullMedicinalProduct.pharmaceuticalProduct.ingredient.strength.presentationStrength",0,1,"",""
"FullMedicinalProduct.pharmaceuticalProduct.ingredient.strength.presentationStrength.numerator","FullMedicinalProduct.pharmaceuticalProduct.ingredient.strength.presentationStrength.numerator","","","",1,1,"","","","BackboneElement {[CanonicalType[https://build.fhir.org/ig/hl7-eu/unicom-ig/branches/mpd-r5/StructureDefinition/class]]} {[]}
","Numerator","Numerator","","","","","","","","","",,,,,"",,,,"FullMedicinalProduct.pharmaceuticalProduct.ingredient.strength.presentationStrength.numerator",1,1,"",""
"FullMedicinalProduct.pharmaceuticalProduct.ingredient.strength.presentationStrength.numerator.comparator","FullMedicinalProduct.pharmaceuticalProduct.ingredient.strength.presentationStrength.numerator.comparator","","","",1,1,"","","","Element {[CanonicalType[https://build.fhir.org/ig/hl7-eu/unicom-ig/branches/mpd-r5/StructureDefinition/CD]]} {[]}
","Comparator","Comparator","","","","","","","","","",,,,,"",,,,"FullMedicinalProduct.pharmaceuticalProduct.ingredient.strength.presentationStrength.numerator.comparator",1,1,"",""
"FullMedicinalProduct.pharmaceuticalProduct.ingredient.strength.presentationStrength.numerator.value","FullMedicinalProduct.pharmaceuticalProduct.ingredient.strength.presentationStrength.numerator.value","","","",1,1,"","","","Element {[CanonicalType[https://build.fhir.org/ig/hl7-eu/unicom-ig/branches/mpd-r5/StructureDefinition/ST]]} {[]}
","Value","Value","","","","","","","","","",,,,,"",,,,"FullMedicinalProduct.pharmaceuticalProduct.ingredient.strength.presentationStrength.numerator.value",1,1,"",""
"FullMedicinalProduct.pharmaceuticalProduct.ingredient.strength.presentationStrength.numerator.unit","FullMedicinalProduct.pharmaceuticalProduct.ingredient.strength.presentationStrength.numerator.unit","","","",1,1,"","","","Element {[CanonicalType[https://build.fhir.org/ig/hl7-eu/unicom-ig/branches/mpd-r5/StructureDefinition/ST]]} {[]}
","Unit of Measurement","Unit of Measurement","","","","","","","","","",,,,,"",,,,"FullMedicinalProduct.pharmaceuticalProduct.ingredient.strength.presentationStrength.numerator.unit",1,1,"",""
"FullMedicinalProduct.pharmaceuticalProduct.ingredient.strength.presentationStrength.denominator","FullMedicinalProduct.pharmaceuticalProduct.ingredient.strength.presentationStrength.denominator","","","",1,1,"","","","BackboneElement {[CanonicalType[https://build.fhir.org/ig/hl7-eu/unicom-ig/branches/mpd-r5/StructureDefinition/class]]} {[]}
","Denominator","Denominator","","","","","","","","","",,,,,"",,,,"FullMedicinalProduct.pharmaceuticalProduct.ingredient.strength.presentationStrength.denominator",1,1,"",""
"FullMedicinalProduct.pharmaceuticalProduct.ingredient.strength.presentationStrength.denominator.value","FullMedicinalProduct.pharmaceuticalProduct.ingredient.strength.presentationStrength.denominator.value","","","",1,1,"","","","Element {[CanonicalType[https://build.fhir.org/ig/hl7-eu/unicom-ig/branches/mpd-r5/StructureDefinition/ST]]} {[]}
","Value","Value","","","","","","","","","",,,,,"",,,,"FullMedicinalProduct.pharmaceuticalProduct.ingredient.strength.presentationStrength.denominator.value",1,1,"",""
"FullMedicinalProduct.pharmaceuticalProduct.ingredient.strength.presentationStrength.denominator.unit","FullMedicinalProduct.pharmaceuticalProduct.ingredient.strength.presentationStrength.denominator.unit","","","",1,1,"","","","Element {[CanonicalType[https://build.fhir.org/ig/hl7-eu/unicom-ig/branches/mpd-r5/StructureDefinition/ST]]} {[]}
","Unit of Measurement","Unit of Measurement","","","","","","","","","",,,,,"",,,,"FullMedicinalProduct.pharmaceuticalProduct.ingredient.strength.presentationStrength.denominator.unit",1,1,"",""
"FullMedicinalProduct.pharmaceuticalProduct.ingredient.strength.concentrationStrength","FullMedicinalProduct.pharmaceuticalProduct.ingredient.strength.concentrationStrength","","","",0,1,"","","","BackboneElement {[CanonicalType[https://build.fhir.org/ig/hl7-eu/unicom-ig/branches/mpd-r5/StructureDefinition/class]]} {[]}
","Concentration strength","Concentration strength","","","","","","","","","",,,,,"",,,,"FullMedicinalProduct.pharmaceuticalProduct.ingredient.strength.concentrationStrength",0,1,"",""
"FullMedicinalProduct.pharmaceuticalProduct.ingredient.strength.concentrationStrength.numerator","FullMedicinalProduct.pharmaceuticalProduct.ingredient.strength.concentrationStrength.numerator","","","",1,1,"","","","BackboneElement {[CanonicalType[https://build.fhir.org/ig/hl7-eu/unicom-ig/branches/mpd-r5/StructureDefinition/class]]} {[]}
","Numerator","Numerator","","","","","","","","","",,,,,"",,,,"FullMedicinalProduct.pharmaceuticalProduct.ingredient.strength.concentrationStrength.numerator",1,1,"",""
"FullMedicinalProduct.pharmaceuticalProduct.ingredient.strength.concentrationStrength.numerator.comparator","FullMedicinalProduct.pharmaceuticalProduct.ingredient.strength.concentrationStrength.numerator.comparator","","","",0,1,"","","","Element {[CanonicalType[https://build.fhir.org/ig/hl7-eu/unicom-ig/branches/mpd-r5/StructureDefinition/CD]]} {[]}
","Comparator","Comparator","","","","","","","","","",,,,,"",,,,"FullMedicinalProduct.pharmaceuticalProduct.ingredient.strength.concentrationStrength.numerator.comparator",0,1,"",""
"FullMedicinalProduct.pharmaceuticalProduct.ingredient.strength.concentrationStrength.numerator.value","FullMedicinalProduct.pharmaceuticalProduct.ingredient.strength.concentrationStrength.numerator.value","","","",1,1,"","","","Element {[CanonicalType[https://build.fhir.org/ig/hl7-eu/unicom-ig/branches/mpd-r5/StructureDefinition/ST]]} {[]}
","Value","Value","","","","","","","","","",,,,,"",,,,"FullMedicinalProduct.pharmaceuticalProduct.ingredient.strength.concentrationStrength.numerator.value",1,1,"",""
"FullMedicinalProduct.pharmaceuticalProduct.ingredient.strength.concentrationStrength.numerator.unit","FullMedicinalProduct.pharmaceuticalProduct.ingredient.strength.concentrationStrength.numerator.unit","","","",1,1,"","","","Element {[CanonicalType[https://build.fhir.org/ig/hl7-eu/unicom-ig/branches/mpd-r5/StructureDefinition/ST]]} {[]}
","Unit of Measurement","Unit of Measurement","","","","","","","","","",,,,,"",,,,"FullMedicinalProduct.pharmaceuticalProduct.ingredient.strength.concentrationStrength.numerator.unit",1,1,"",""
"FullMedicinalProduct.pharmaceuticalProduct.ingredient.strength.concentrationStrength.denominator","FullMedicinalProduct.pharmaceuticalProduct.ingredient.strength.concentrationStrength.denominator","","","",1,1,"","","","BackboneElement {[CanonicalType[https://build.fhir.org/ig/hl7-eu/unicom-ig/branches/mpd-r5/StructureDefinition/class]]} {[]}
","Denominator","Denominator","","","","","","","","","",,,,,"",,,,"FullMedicinalProduct.pharmaceuticalProduct.ingredient.strength.concentrationStrength.denominator",1,1,"",""
"FullMedicinalProduct.pharmaceuticalProduct.ingredient.strength.concentrationStrength.denominator.value","FullMedicinalProduct.pharmaceuticalProduct.ingredient.strength.concentrationStrength.denominator.value","","","",1,1,"","","","Element {[CanonicalType[https://build.fhir.org/ig/hl7-eu/unicom-ig/branches/mpd-r5/StructureDefinition/ST]]} {[]}
","Value","Value","","","","","","","","","",,,,,"",,,,"FullMedicinalProduct.pharmaceuticalProduct.ingredient.strength.concentrationStrength.denominator.value",1,1,"",""
"FullMedicinalProduct.pharmaceuticalProduct.ingredient.strength.concentrationStrength.denominator.unit","FullMedicinalProduct.pharmaceuticalProduct.ingredient.strength.concentrationStrength.denominator.unit","","","",1,1,"","","","Element {[CanonicalType[https://build.fhir.org/ig/hl7-eu/unicom-ig/branches/mpd-r5/StructureDefinition/ST]]} {[]}
","Unit of Measurement","Unit of Measurement","","","","","","","","","",,,,,"",,,,"FullMedicinalProduct.pharmaceuticalProduct.ingredient.strength.concentrationStrength.denominator.unit",1,1,"",""
"FullMedicinalProduct.pharmaceuticalProduct.ingredient.referenceStrength","FullMedicinalProduct.pharmaceuticalProduct.ingredient.referenceStrength","","","",1,*,"","","","BackboneElement {[CanonicalType[https://build.fhir.org/ig/hl7-eu/unicom-ig/branches/mpd-r5/StructureDefinition/class]]} {[]}
","Reference Strength","Reference Strength","","","","","","","","","",,,,,"",,,,"FullMedicinalProduct.pharmaceuticalProduct.ingredient.referenceStrength",1,*,"",""
"FullMedicinalProduct.pharmaceuticalProduct.ingredient.referenceStrength.presentationStrength","FullMedicinalProduct.pharmaceuticalProduct.ingredient.referenceStrength.presentationStrength","","","",0,1,"","","","BackboneElement {[CanonicalType[https://build.fhir.org/ig/hl7-eu/unicom-ig/branches/mpd-r5/StructureDefinition/class]]} {[]}
","Presentation strength","Presentation strength","","","","","","","","","",,,,,"",,,,"FullMedicinalProduct.pharmaceuticalProduct.ingredient.referenceStrength.presentationStrength",0,1,"",""
"FullMedicinalProduct.pharmaceuticalProduct.ingredient.referenceStrength.presentationStrength.numerator","FullMedicinalProduct.pharmaceuticalProduct.ingredient.referenceStrength.presentationStrength.numerator","","","",1,1,"","","","BackboneElement {[CanonicalType[https://build.fhir.org/ig/hl7-eu/unicom-ig/branches/mpd-r5/StructureDefinition/class]]} {[]}
","Numerator","Numerator","","","","","","","","","",,,,,"",,,,"FullMedicinalProduct.pharmaceuticalProduct.ingredient.referenceStrength.presentationStrength.numerator",1,1,"",""
"FullMedicinalProduct.pharmaceuticalProduct.ingredient.referenceStrength.presentationStrength.numerator.comparator","FullMedicinalProduct.pharmaceuticalProduct.ingredient.referenceStrength.presentationStrength.numerator.comparator","","","",0,1,"","","","Element {[CanonicalType[https://build.fhir.org/ig/hl7-eu/unicom-ig/branches/mpd-r5/StructureDefinition/CD]]} {[]}
","Comparator","Comparator","","","","","","","","","",,,,,"",,,,"FullMedicinalProduct.pharmaceuticalProduct.ingredient.referenceStrength.presentationStrength.numerator.comparator",0,1,"",""
"FullMedicinalProduct.pharmaceuticalProduct.ingredient.referenceStrength.presentationStrength.numerator.value","FullMedicinalProduct.pharmaceuticalProduct.ingredient.referenceStrength.presentationStrength.numerator.value","","","",1,1,"","","","Element {[CanonicalType[https://build.fhir.org/ig/hl7-eu/unicom-ig/branches/mpd-r5/StructureDefinition/ST]]} {[]}
","Value","Value","","","","","","","","","",,,,,"",,,,"FullMedicinalProduct.pharmaceuticalProduct.ingredient.referenceStrength.presentationStrength.numerator.value",1,1,"",""
"FullMedicinalProduct.pharmaceuticalProduct.ingredient.referenceStrength.presentationStrength.numerator.unit","FullMedicinalProduct.pharmaceuticalProduct.ingredient.referenceStrength.presentationStrength.numerator.unit","","","",1,1,"","","","Element {[CanonicalType[https://build.fhir.org/ig/hl7-eu/unicom-ig/branches/mpd-r5/StructureDefinition/ST]]} {[]}
","Unit of Measurement","Unit of Measurement","","","","","","","","","",,,,,"",,,,"FullMedicinalProduct.pharmaceuticalProduct.ingredient.referenceStrength.presentationStrength.numerator.unit",1,1,"",""
"FullMedicinalProduct.pharmaceuticalProduct.ingredient.referenceStrength.presentationStrength.denominator","FullMedicinalProduct.pharmaceuticalProduct.ingredient.referenceStrength.presentationStrength.denominator","","","",1,1,"","","","BackboneElement {[CanonicalType[https://build.fhir.org/ig/hl7-eu/unicom-ig/branches/mpd-r5/StructureDefinition/class]]} {[]}
","Denominator","Denominator","","","","","","","","","",,,,,"",,,,"FullMedicinalProduct.pharmaceuticalProduct.ingredient.referenceStrength.presentationStrength.denominator",1,1,"",""
"FullMedicinalProduct.pharmaceuticalProduct.ingredient.referenceStrength.presentationStrength.denominator.value","FullMedicinalProduct.pharmaceuticalProduct.ingredient.referenceStrength.presentationStrength.denominator.value","","","",1,1,"","","","Element {[CanonicalType[https://build.fhir.org/ig/hl7-eu/unicom-ig/branches/mpd-r5/StructureDefinition/ST]]} {[]}
","Value","Value","","","","","","","","","",,,,,"",,,,"FullMedicinalProduct.pharmaceuticalProduct.ingredient.referenceStrength.presentationStrength.denominator.value",1,1,"",""
"FullMedicinalProduct.pharmaceuticalProduct.ingredient.referenceStrength.presentationStrength.denominator.unit","FullMedicinalProduct.pharmaceuticalProduct.ingredient.referenceStrength.presentationStrength.denominator.unit","","","",1,1,"","","","Element {[CanonicalType[https://build.fhir.org/ig/hl7-eu/unicom-ig/branches/mpd-r5/StructureDefinition/ST]]} {[]}
","Unit of Measurement","Unit of Measurement","","","","","","","","","",,,,,"",,,,"FullMedicinalProduct.pharmaceuticalProduct.ingredient.referenceStrength.presentationStrength.denominator.unit",1,1,"",""
