"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)","Mapping: RIM Mapping"
"CrossBorderProduct2","CrossBorderProduct2","","","",0,*,"","","","null {[]} {[]}
"CrossBorderProduct2.manufacturedItem.extension","CrossBorderProduct2.manufacturedItem.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","n/a"
"CrossBorderProduct2.manufacturedItem.modifierExtension","CrossBorderProduct2.manufacturedItem.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R5/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","N/A"
"CrossBorderProduct2.manufacturedItem.doseForm","CrossBorderProduct2.manufacturedItem.doseForm","","","",1,1,"","","","Element {[CanonicalType[https://hl7-eu.github.io/unicom-ig/branches/mpd-r5/StructureDefinition/CD]]} {[]}
","Manufactured item dose form","Manufactured item dose form","","","","","","","","","",,,,,"",,,,"CrossBorderProduct2.manufacturedItem.doseForm",1,1,"",""
"CrossBorderProduct2.manufacturedItem.ingredient","CrossBorderProduct2.manufacturedItem.ingredient","","","",0,*,"","","","BackboneElement {[CanonicalType[https://hl7-eu.github.io/unicom-ig/branches/mpd-r5/StructureDefinition/Class]]} {[]}
","Ingredients","Ingredients","","","","","","","","","",,,,,"",,,,"CrossBorderProduct2.manufacturedItem.ingredient",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"CrossBorderProduct2.manufacturedItem.ingredient.id","CrossBorderProduct2.manufacturedItem.ingredient.id","","","",0,1,"","","","id {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"ele-1
","","n/a"
"CrossBorderProduct2.manufacturedItem.ingredient.extension","CrossBorderProduct2.manufacturedItem.ingredient.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","n/a"
"CrossBorderProduct2.manufacturedItem.ingredient.modifierExtension","CrossBorderProduct2.manufacturedItem.ingredient.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R5/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","N/A"
"CrossBorderProduct2.manufacturedItem.ingredient.role","CrossBorderProduct2.manufacturedItem.ingredient.role","","","",1,1,"","","","Element {[CanonicalType[https://hl7-eu.github.io/unicom-ig/branches/mpd-r5/StructureDefinition/CD]]} {[]}
","(might not be needed if only active ingredients are expected)","(might not be needed if only active ingredients are expected)","","","","","","","","","",,,,,"",,,,"CrossBorderProduct2.manufacturedItem.ingredient.role",1,1,"",""
"CrossBorderProduct2.manufacturedItem.ingredient.substance","CrossBorderProduct2.manufacturedItem.ingredient.substance","","","",1,1,"","","","Element {[CanonicalType[https://hl7-eu.github.io/unicom-ig/branches/mpd-r5/StructureDefinition/CD]]} {[]}
","Substance","Substance","","","","","","","","","",,,,,"",,,,"CrossBorderProduct2.manufacturedItem.ingredient.substance",1,1,"",""
"CrossBorderProduct2.manufacturedItem.ingredient.strengthInfo","CrossBorderProduct2.manufacturedItem.ingredient.strengthInfo","","","",1,*,"","","","BackboneElement {[CanonicalType[https://hl7-eu.github.io/unicom-ig/branches/mpd-r5/StructureDefinition/Class]]} {[]}
","Concentration or presentation strength","Concentration or presentation strength","","","","","","","","","",,,,,"",,,,"CrossBorderProduct2.manufacturedItem.ingredient.strengthInfo",1,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"CrossBorderProduct2.manufacturedItem.ingredient.strengthInfo.id","CrossBorderProduct2.manufacturedItem.ingredient.strengthInfo.id","","","",0,1,"","","","id {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"ele-1
","","n/a"
"CrossBorderProduct2.manufacturedItem.ingredient.strengthInfo.extension","CrossBorderProduct2.manufacturedItem.ingredient.strengthInfo.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","n/a"
"CrossBorderProduct2.manufacturedItem.ingredient.strengthInfo.modifierExtension","CrossBorderProduct2.manufacturedItem.ingredient.strengthInfo.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R5/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","N/A"
"CrossBorderProduct2.manufacturedItem.ingredient.strengthInfo.strength","CrossBorderProduct2.manufacturedItem.ingredient.strengthInfo.strength","","","",1,1,"","","","Element {[CanonicalType[https://hl7-eu.github.io/unicom-ig/branches/mpd-r5/StructureDefinition/RTO]]} {[]}
","Concentration or presentation strength of the precise active ingredient","Concentration or presentation strength of the precise active ingredient","","","","","","","","","",,,,,"",,,,"CrossBorderProduct2.manufacturedItem.ingredient.strengthInfo.strength",1,1,"",""
"CrossBorderProduct2.manufacturedItem.ingredient.strengthInfo.referenceStrength","CrossBorderProduct2.manufacturedItem.ingredient.strengthInfo.referenceStrength","","","",0,*,"","","","BackboneElement {[CanonicalType[https://hl7-eu.github.io/unicom-ig/branches/mpd-r5/StructureDefinition/Class]]} {[]}
","Reference strength; according to the substance+strength type above","Reference strength; according to the substance+strength type above","","","","","","","","","",,,,,"",,,,"CrossBorderProduct2.manufacturedItem.ingredient.strengthInfo.referenceStrength",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"CrossBorderProduct2.manufacturedItem.ingredient.strengthInfo.referenceStrength.id","CrossBorderProduct2.manufacturedItem.ingredient.strengthInfo.referenceStrength.id","","","",0,1,"","","","id {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"ele-1
","","n/a"
"CrossBorderProduct2.manufacturedItem.ingredient.strengthInfo.referenceStrength.extension","CrossBorderProduct2.manufacturedItem.ingredient.strengthInfo.referenceStrength.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","n/a"
"CrossBorderProduct2.manufacturedItem.ingredient.strengthInfo.referenceStrength.modifierExtension","CrossBorderProduct2.manufacturedItem.ingredient.strengthInfo.referenceStrength.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R5/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","N/A"
"CrossBorderProduct2.manufacturedItem.ingredient.strengthInfo.referenceStrength.referenceSubstance","CrossBorderProduct2.manufacturedItem.ingredient.strengthInfo.referenceStrength.referenceSubstance","","","",1,1,"","","","Element {[CanonicalType[https://hl7-eu.github.io/unicom-ig/branches/mpd-r5/StructureDefinition/CD]]} {[]}
","Substance for reference strength","Substance for reference strength","","","","","","","","","",,,,,"",,,,"CrossBorderProduct2.manufacturedItem.ingredient.strengthInfo.referenceStrength.referenceSubstance",1,1,"",""
"CrossBorderProduct2.manufacturedItem.ingredient.strengthInfo.referenceStrength.refstrength","CrossBorderProduct2.manufacturedItem.ingredient.strengthInfo.referenceStrength.refstrength","","","",1,1,"","","","Element {[CanonicalType[https://hl7-eu.github.io/unicom-ig/branches/mpd-r5/StructureDefinition/RTO]]} {[]}
","Reference strength","Reference strength","","","","","","","","","",,,,,"",,,,"CrossBorderProduct2.manufacturedItem.ingredient.strengthInfo.referenceStrength.refstrength",1,1,"",""
"CrossBorderProduct2.manufacturedItem.unitOfPresentation","CrossBorderProduct2.manufacturedItem.unitOfPresentation","","","",0,*,"","","","Element {[CanonicalType[https://hl7-eu.github.io/unicom-ig/branches/mpd-r5/StructureDefinition/CD]]} {[]}
","Unit of presentation for the manufactured item","Unit of presentation for the manufactured item","","","","","","","","","",,,,,"",,,,"CrossBorderProduct2.manufacturedItem.unitOfPresentation",0,*,"",""
"CrossBorderProduct2.manufacturedItem.containedQuantity","CrossBorderProduct2.manufacturedItem.containedQuantity","","","",0,1,"","","","Element {[CanonicalType[https://hl7-eu.github.io/unicom-ig/branches/mpd-r5/StructureDefinition/PQ]]} {[]}
","Manufactured item quantity for liquids (3ml/vial)","Manufactured item quantity for liquids (3ml/vial)","","","","","","","","","",,,,,"",,,,"CrossBorderProduct2.manufacturedItem.containedQuantity",0,1,"",""
"CrossBorderProduct2.manufacturedItem.manufacturedItemQuantity","CrossBorderProduct2.manufacturedItem.manufacturedItemQuantity","","","",1,1,"","","","Element {[CanonicalType[https://hl7-eu.github.io/unicom-ig/branches/mpd-r5/StructureDefinition/PQ]]} {[]}
","Number of such manufactured items in this product (5 vials)","Number of such manufactured items in this product (5 vials)","","","","","","","","","",,,,,"",,,,"CrossBorderProduct2.manufacturedItem.manufacturedItemQuantity",1,1,"",""
"CrossBorderProduct2.device","CrossBorderProduct2.device","","","",0,*,"","","","BackboneElement {[CanonicalType[https://hl7-eu.github.io/unicom-ig/branches/mpd-r5/StructureDefinition/Class]]} {[]}
","Administrative device included in the product","Administrative device included in the product","","","","","","","","","",,,,,"",,,,"CrossBorderProduct2.device",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"CrossBorderProduct2.device.id","CrossBorderProduct2.device.id","","","",0,1,"","","","id {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"ele-1
","","n/a"
"CrossBorderProduct2.device.extension","CrossBorderProduct2.device.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","n/a"
"CrossBorderProduct2.device.modifierExtension","CrossBorderProduct2.device.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R5/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","N/A"
"CrossBorderProduct2.device.deviceQuantity","CrossBorderProduct2.device.deviceQuantity","","","",1,1,"","","","Element {[CanonicalType[https://hl7-eu.github.io/unicom-ig/branches/mpd-r5/StructureDefinition/PQ]]} {[]}
","Number of such devices","Number of such devices","","","","","","","","","",,,,,"",,,,"CrossBorderProduct2.device.deviceQuantity",1,1,"",""
"CrossBorderProduct2.device.device","CrossBorderProduct2.device.device","","","",1,1,"","","","Element {[CanonicalType[https://hl7-eu.github.io/unicom-ig/branches/mpd-r5/StructureDefinition/CD]]} {[]}
","Device coded","Device coded","","","","","","","","","",,,,,"",,,,"CrossBorderProduct2.device.device",1,1,"",""
"CrossBorderProduct2.marketingAuthorisationHolder","CrossBorderProduct2.marketingAuthorisationHolder","","","",0,1,"","","","Element {[CanonicalType[https://hl7-eu.github.io/unicom-ig/branches/mpd-r5/StructureDefinition/ST]]} {[]}
","MAH name - do we need more?","MAH name - do we need more?","","","","","","","","","",,,,,"",,,,"CrossBorderProduct2.marketingAuthorisationHolder",0,1,"",""
"CrossBorderProduct2.routeOfAdministration","CrossBorderProduct2.routeOfAdministration","","","",1,*,"","","","Element {[CanonicalType[https://hl7-eu.github.io/unicom-ig/branches/mpd-r5/StructureDefinition/CD]]} {[]}
","Route of Administration - if we need it on product level","Route of Administration - if we need it on product level","","","","","","","","","",,,,,"",,,,"CrossBorderProduct2.routeOfAdministration",1,*,"",""
