"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)","Mapping: RIM Mapping"
"MedicationModel","MedicationModel","","","",0,*,"","","","null {[]} {[]}
"MedicationModel.doseForm.extension","MedicationModel.doseForm.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","n/a"
"MedicationModel.doseForm.modifierExtension","MedicationModel.doseForm.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R5/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","N/A"
"MedicationModel.doseForm.formCode","MedicationModel.doseForm.formCode","","","",1,1,"","","","Element {[CanonicalType[http://unicom-project.eu/fhir/StructureDefinition/CD]]} {[]}
","The actual dose form","The actual dose form","","","","","","","","","",,,,,"",,,,"MedicationModel.doseForm.formCode",1,1,"",""
"MedicationModel.doseForm.type","MedicationModel.doseForm.type","","","",0,1,"","","","Element {[CanonicalType[http://unicom-project.eu/fhir/StructureDefinition/CD]]} {[]}
","The type of dose form","The type of dose form","","","","","","","","","",,,,,"",,,,"MedicationModel.doseForm.type",0,1,"",""
"MedicationModel.manufacturedItem","MedicationModel.manufacturedItem","","","",1,*,"","","","BackboneElement {[CanonicalType[http://unicom-project.eu/fhir/StructureDefinition/Class]]} {[]}
","Manufactured item if the prescription contains more than one type of items","Manufactured item if the prescription contains more than one type of items","","","","","","","","","",,,,,"",,,,"MedicationModel.manufacturedItem",1,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"MedicationModel.manufacturedItem.id","MedicationModel.manufacturedItem.id","","","",0,1,"","","","id {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"ele-1
","","n/a"
"MedicationModel.manufacturedItem.extension","MedicationModel.manufacturedItem.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","n/a"
"MedicationModel.manufacturedItem.modifierExtension","MedicationModel.manufacturedItem.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R5/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","N/A"
"MedicationModel.manufacturedItem.manufacturedDoseForm","MedicationModel.manufacturedItem.manufacturedDoseForm","","","",1,1,"","","","Element {[CanonicalType[http://unicom-project.eu/fhir/StructureDefinition/CD]]} {[]}
","Manufactured item dose form","Manufactured item dose form","","","","","","","","","",,,,,"",,,,"MedicationModel.manufacturedItem.manufacturedDoseForm",1,1,"",""
"MedicationModel.manufacturedItem.ingredient","MedicationModel.manufacturedItem.ingredient","","","",0,*,"","","","BackboneElement {[CanonicalType[http://unicom-project.eu/fhir/StructureDefinition/Class]]} {[]}
","Ingredients","Ingredients","","","","","","","","","",,,,,"",,,,"MedicationModel.manufacturedItem.ingredient",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"MedicationModel.manufacturedItem.ingredient.id","MedicationModel.manufacturedItem.ingredient.id","","","",0,1,"","","","id {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"ele-1
","","n/a"
"MedicationModel.manufacturedItem.ingredient.extension","MedicationModel.manufacturedItem.ingredient.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","n/a"
"MedicationModel.manufacturedItem.ingredient.modifierExtension","MedicationModel.manufacturedItem.ingredient.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R5/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","N/A"
"MedicationModel.manufacturedItem.ingredient.role","MedicationModel.manufacturedItem.ingredient.role","","","",1,1,"","","","Element {[CanonicalType[http://unicom-project.eu/fhir/StructureDefinition/CD]]} {[]}
","Role (might not be needed if only active ingredients are expected)","Role (might not be needed if only active ingredients are expected)","","","","","","","","","",,,,,"",,,,"MedicationModel.manufacturedItem.ingredient.role",1,1,"",""
"MedicationModel.manufacturedItem.ingredient.substance","MedicationModel.manufacturedItem.ingredient.substance","","","",1,1,"","","","Element {[CanonicalType[http://unicom-project.eu/fhir/StructureDefinition/CD]]} {[]}
","Substance","Substance","","","","","","","","","",,,,,"",,,,"MedicationModel.manufacturedItem.ingredient.substance",1,1,"",""
"MedicationModel.manufacturedItem.ingredient.strengthInfo","MedicationModel.manufacturedItem.ingredient.strengthInfo","","","",1,*,"","","","BackboneElement {[CanonicalType[http://unicom-project.eu/fhir/StructureDefinition/Class]]} {[]}
","Concentration or presentation strength","Concentration or presentation strength","","","","","","","","","",,,,,"",,,,"MedicationModel.manufacturedItem.ingredient.strengthInfo",1,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"MedicationModel.manufacturedItem.ingredient.strengthInfo.id","MedicationModel.manufacturedItem.ingredient.strengthInfo.id","","","",0,1,"","","","id {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"ele-1
","","n/a"
"MedicationModel.manufacturedItem.ingredient.strengthInfo.extension","MedicationModel.manufacturedItem.ingredient.strengthInfo.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","n/a"
"MedicationModel.manufacturedItem.ingredient.strengthInfo.modifierExtension","MedicationModel.manufacturedItem.ingredient.strengthInfo.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R5/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","N/A"
"MedicationModel.manufacturedItem.ingredient.strengthInfo.strength","MedicationModel.manufacturedItem.ingredient.strengthInfo.strength","","","",1,1,"","","","Element {[CanonicalType[http://unicom-project.eu/fhir/StructureDefinition/RTO]]} {[]}
","Concentration or presentation strength of the precise active ingredient","Concentration or presentation strength of the precise active ingredient","","","","","","","","","",,,,,"",,,,"MedicationModel.manufacturedItem.ingredient.strengthInfo.strength",1,1,"",""
"MedicationModel.manufacturedItem.ingredient.strengthInfo.strengthType","MedicationModel.manufacturedItem.ingredient.strengthInfo.strengthType","","","",1,1,"","","","Element {[CanonicalType[http://unicom-project.eu/fhir/StructureDefinition/CD]]} {[]}
","Type of strength that is expressed","Type of strength that is expressed","","","","","","","","","",,,,,"",,,,"MedicationModel.manufacturedItem.ingredient.strengthInfo.strengthType",1,1,"",""
"MedicationModel.manufacturedItem.ingredient.strengthInfo.strengthSubstance","MedicationModel.manufacturedItem.ingredient.strengthInfo.strengthSubstance","","","",0,1,"","","","Element {[CanonicalType[http://unicom-project.eu/fhir/StructureDefinition/CD]]} {[]}
","Substance that the strength refers to, if different from the main substance","Substance that the strength refers to, if different from the main substance","","","","","","","","","",,,,,"",,,,"MedicationModel.manufacturedItem.ingredient.strengthInfo.strengthSubstance",0,1,"",""
"MedicationModel.manufacturedItem.unitOfPresentation","MedicationModel.manufacturedItem.unitOfPresentation","","","",0,*,"","","","Element {[CanonicalType[http://unicom-project.eu/fhir/StructureDefinition/CD]]} {[]}
","Unit of presentation for the manufactured item","Unit of presentation for the manufactured item","","","","","","","","","",,,,,"",,,,"MedicationModel.manufacturedItem.unitOfPresentation",0,*,"",""
"MedicationModel.manufacturedItem.containedQuantity","MedicationModel.manufacturedItem.containedQuantity","","","",0,1,"","","","Element {[CanonicalType[http://unicom-project.eu/fhir/StructureDefinition/PQ]]} {[]}
","Manufactured item quantity for liquids (3ml/vial)","Manufactured item quantity for liquids (3ml/vial)","","","","","","","","","",,,,,"",,,,"MedicationModel.manufacturedItem.containedQuantity",0,1,"",""
"MedicationModel.manufacturedItem.manufacturedItemQuantity","MedicationModel.manufacturedItem.manufacturedItemQuantity","","","",1,1,"","","","Element {[CanonicalType[http://unicom-project.eu/fhir/StructureDefinition/PQ]]} {[]}
","Number of such manufactured items in this product (5 vials)","Number of such manufactured items in this product (5 vials)","","","","","","","","","",,,,,"",,,,"MedicationModel.manufacturedItem.manufacturedItemQuantity",1,1,"",""
"MedicationModel.device","MedicationModel.device","","","",0,*,"","","","BackboneElement {[CanonicalType[http://unicom-project.eu/fhir/StructureDefinition/Class]]} {[]}
","Administrative device included in the product","Administrative device included in the product","","","","","","","","","",,,,,"",,,,"MedicationModel.device",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"MedicationModel.device.id","MedicationModel.device.id","","","",0,1,"","","","id {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"ele-1
","","n/a"
"MedicationModel.device.extension","MedicationModel.device.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","n/a"
"MedicationModel.device.modifierExtension","MedicationModel.device.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R5/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","N/A"
"MedicationModel.device.deviceQuantity","MedicationModel.device.deviceQuantity","","","",1,1,"","","","Element {[CanonicalType[http://unicom-project.eu/fhir/StructureDefinition/PQ]]} {[]}
","Number of such devices","Number of such devices","","","","","","","","","",,,,,"",,,,"MedicationModel.device.deviceQuantity",1,1,"",""
"MedicationModel.device.device","MedicationModel.device.device","","","",1,1,"","","","Element {[CanonicalType[http://unicom-project.eu/fhir/StructureDefinition/CD]]} {[]}
","Device coded","Device coded","","","","","","","","","",,,,,"",,,,"MedicationModel.device.device",1,1,"",""
"MedicationModel.marketingAuthorisationHolder","MedicationModel.marketingAuthorisationHolder","","","",0,1,"","","","Element {[CanonicalType[http://unicom-project.eu/fhir/StructureDefinition/ST]]} {[]}
","MAH name - do we need more?","MAH name - do we need more?","","","","","","","","","",,,,,"",,,,"MedicationModel.marketingAuthorisationHolder",0,1,"",""
"MedicationModel.routeOfAdministration","MedicationModel.routeOfAdministration","","","",1,*,"","","","Element {[CanonicalType[http://unicom-project.eu/fhir/StructureDefinition/CD]]} {[]}
","Route of Administration - if we need it on product level","Route of Administration - if we need it on product level","","","","","","","","","",,,,,"",,,,"MedicationModel.routeOfAdministration",1,*,"",""
