"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)","Mapping: RIM Mapping"
"SctClinicalDrug","SctClinicalDrug","","","",0,*,"","","","null {[]} {[]}
"SctClinicalDrug.ingredient.strength.extension","SctClinicalDrug.ingredient.strength.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","n/a"
"SctClinicalDrug.ingredient.strength.modifierExtension","SctClinicalDrug.ingredient.strength.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R5/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","N/A"
"SctClinicalDrug.ingredient.strength.presentationStrength","SctClinicalDrug.ingredient.strength.presentationStrength","","","",0,*,"","","","BackboneElement {[]} {[]}
","Presentation strength","Presentation strength","","","","","","","","","",,,,,"",,,,"SctClinicalDrug.ingredient.strength.presentationStrength",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SctClinicalDrug.ingredient.strength.presentationStrength.id","SctClinicalDrug.ingredient.strength.presentationStrength.id","","","",0,1,"","","","id {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"ele-1
","","n/a"
"SctClinicalDrug.ingredient.strength.presentationStrength.extension","SctClinicalDrug.ingredient.strength.presentationStrength.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","n/a"
"SctClinicalDrug.ingredient.strength.presentationStrength.modifierExtension","SctClinicalDrug.ingredient.strength.presentationStrength.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R5/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","N/A"
"SctClinicalDrug.ingredient.strength.presentationStrength.numeratorValue","SctClinicalDrug.ingredient.strength.presentationStrength.numeratorValue","","","",0,1,"","","","decimal {[]} {[]}
","Attribute |Has presentation strength numerator value|","Attribute |Has presentation strength numerator value|","","","","","","","","","",,,,,"",,,,"SctClinicalDrug.ingredient.strength.presentationStrength.numeratorValue",0,1,"",""
"SctClinicalDrug.ingredient.strength.presentationStrength.numeratorUnit","SctClinicalDrug.ingredient.strength.presentationStrength.numeratorUnit","","","",0,1,"","","","code {[]} {[]}
","Attribute |Has presentation strength numerator unit|","Attribute |Has presentation strength numerator unit|","","","","","","","","","",,,,,"",,,,"SctClinicalDrug.ingredient.strength.presentationStrength.numeratorUnit",0,1,"",""
"SctClinicalDrug.ingredient.strength.presentationStrength.denominatorValue","SctClinicalDrug.ingredient.strength.presentationStrength.denominatorValue","","","",0,1,"","","","integer {[]} {[]}
","Attribute |Has presentation strength denominator value|","Attribute |Has presentation strength denominator value|","","","","","","","","","",,,,,"",,,,"SctClinicalDrug.ingredient.strength.presentationStrength.denominatorValue",0,1,"",""
"SctClinicalDrug.ingredient.strength.presentationStrength.denominatorUnit","SctClinicalDrug.ingredient.strength.presentationStrength.denominatorUnit","","","",0,1,"","","","code {[]} {[]}
","Attribute |Has presentation strength denominator unit|","Attribute |Has presentation strength denominator unit|","","","","","","","","","",,,,,"",,,,"SctClinicalDrug.ingredient.strength.presentationStrength.denominatorUnit",0,1,"",""
"SctClinicalDrug.ingredient.strength.concentrationStrength","SctClinicalDrug.ingredient.strength.concentrationStrength","","","",0,1,"","","","BackboneElement {[]} {[]}
","Concentration strength","Concentration strength","","","","","","","","","",,,,,"",,,,"SctClinicalDrug.ingredient.strength.concentrationStrength",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SctClinicalDrug.ingredient.strength.concentrationStrength.id","SctClinicalDrug.ingredient.strength.concentrationStrength.id","","","",0,1,"","","","id {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"ele-1
","","n/a"
"SctClinicalDrug.ingredient.strength.concentrationStrength.extension","SctClinicalDrug.ingredient.strength.concentrationStrength.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","n/a"
"SctClinicalDrug.ingredient.strength.concentrationStrength.modifierExtension","SctClinicalDrug.ingredient.strength.concentrationStrength.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R5/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","N/A"
"SctClinicalDrug.ingredient.strength.concentrationStrength.numeratorValue","SctClinicalDrug.ingredient.strength.concentrationStrength.numeratorValue","","","",0,1,"","","","decimal {[]} {[]}
","Attribute |Has concentration strength numerator value|","Attribute |Has concentration strength numerator value|","","","","","","","","","",,,,,"",,,,"SctClinicalDrug.ingredient.strength.concentrationStrength.numeratorValue",0,1,"",""
"SctClinicalDrug.ingredient.strength.concentrationStrength.numeratorUnit","SctClinicalDrug.ingredient.strength.concentrationStrength.numeratorUnit","","","",0,1,"","","","code {[]} {[]}
","Attribute |Has concentration strength numerator unit|","Attribute |Has concentration strength numerator unit|","","","","","","","","","",,,,,"",,,,"SctClinicalDrug.ingredient.strength.concentrationStrength.numeratorUnit",0,1,"",""
"SctClinicalDrug.ingredient.strength.concentrationStrength.denominatorValue","SctClinicalDrug.ingredient.strength.concentrationStrength.denominatorValue","","","",0,1,"","","","integer {[]} {[]}
","Attribute |Has concentration strength denominator value|","Attribute |Has concentration strength denominator value|","","","","","","","","","",,,,,"",,,,"SctClinicalDrug.ingredient.strength.concentrationStrength.denominatorValue",0,1,"",""
"SctClinicalDrug.ingredient.strength.concentrationStrength.denominatorUnit","SctClinicalDrug.ingredient.strength.concentrationStrength.denominatorUnit","","","",0,1,"","","","code {[]} {[]}
","Attribute |Has concentration strength denominator unit|","Attribute |Has concentration strength denominator unit|","","","","","","","","","",,,,,"",,,,"SctClinicalDrug.ingredient.strength.concentrationStrength.denominatorUnit",0,1,"",""
