URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
http://unicom-project.eu/fhir/ValueSet/ehdsi-ucum-unit,0.1.0,active,,EhdsiUcumUnit,MyHealth@EU Unit of Measurement (UCUM),"ValueSet for units based on UCUM to be used in MyHealth@EU crossborder services",,"UCUM"
http://unicom-project.eu/fhir/ValueSet/intended-site,0.1.0,active,,IntendedSite,EDQM Intended Site,"ValueSet Intended site from EDQM, ISI, see https://standardterms.edqm.eu/#",,"Other"
http://unicom-project.eu/fhir/ValueSet/language-bcp-vs,0.1.0,draft,,LanguageBCP,Language (FHIR),"All languages","StructureDefinition/PPLMedicinalProductDefinition","FHIR"
http://unicom-project.eu/fhir/ValueSet/language-ema-vs,0.1.0,draft,,LanguageEMA,EMA SPOR Language,"Languages. EMA SPOR RMS list.","StructureDefinition/PPLMedicinalProductDefinition","Internal"
http://unicom-project.eu/fhir/ValueSet/legal-status-for-the-supply-vs,0.1.0,draft,,LegalStatusForTheSupply,EMA SPOR Legal Status for the Supply,"EMA SPOR RMS list","StructureDefinition/PPLMedicinalProductDefinition,StructureDefinition/PPLPackagedProductDefinition","Internal"
http://unicom-project.eu/fhir/ValueSet/marketing-status-spor-vs,0.1.0,draft,,SporMarketingStatus,EMA SPOR Marketing Status,"Marketing Status",,"Internal"
http://unicom-project.eu/fhir/ValueSet/material-vs,0.1.0,draft,,Material,EMA SPOR Material,"Package material. EMA SPOR RMS LIST.","StructureDefinition/PPLPackagedProductDefinition","Internal"
http://unicom-project.eu/fhir/ValueSet/packaging-category,0.1.0,active,,PackagingCategory,EDQM Packaging Category,"ValueSet Packaging category from EDQM, PAC, see https://standardterms.edqm.eu/#",,"Other"
http://unicom-project.eu/fhir/ValueSet/packaging-spor-vs,0.1.0,draft,,SporPackaging,EMA SPOR Packaging,"Packaging",,"Internal"
http://unicom-project.eu/fhir/ValueSet/patient-friendly-term,0.1.0,active,,PatientFriendlyTerm,EDQM Patient-friendly Term,"ValueSet Patient-friendly term (dose forms) from EDQM, PFT, see https://standardterms.edqm.eu/#",,"Other"
http://unicom-project.eu/fhir/ValueSet/pharmaceutical-dose-form,0.1.0,active,,PharmaceuticalDoseForm,EDQM Pharmaceutical Dose Form,"ValueSet Pharmaceutical dose form from EDQM, PDF, see https://standardterms.edqm.eu/#","StructureDefinition/administrable-doseform","Other"
http://unicom-project.eu/fhir/ValueSet/pharmaceutical-doseform-vs,0.1.0,draft,,PharmaceuticalDoseForm,EMA SPOR Pharmaceutical Dose Form,"Pharmaceutical dose form. Does not include combination dose forms.","StructureDefinition/PPLAdministrableProductDefinition,StructureDefinition/TransitionManufacturedItemDefinition,StructureDefinition/PPLManufacturedItemDefinition","Internal"
http://unicom-project.eu/fhir/ValueSet/record-status-spor-vs,0.1.0,draft,,SporRecordStatus,EMA SPOR Record Status,"Value set for record status.","StructureDefinition/PPLMedicinalProductDefinition","Internal"
http://unicom-project.eu/fhir/ValueSet/regulatory-status-spor-vs,0.1.0,draft,,SporRegulatoryStatus,EMA SPOR Regulatory Entitlement Status,"Regulatory Entitlement Status","StructureDefinition/PPLRegulatedAuthorization","Internal"
http://unicom-project.eu/fhir/ValueSet/route-of-administration,0.1.0,active,,RouteOfAdministration,EDQM Route of Administration,"ValueSet Route of administration from EDQM, ROA, see https://standardterms.edqm.eu/#",,"Other"
http://unicom-project.eu/fhir/ValueSet/routes-and-methods-of-administration-vs,0.1.0,draft,,RoutesAndMethodsOfAdministration,EMA SPOR Routes and Methods of Administration,"Routes and methods of medication administration. EMA SPOR RMS list, based on EDQM.","StructureDefinition/PPLAdministrableProductDefinition","Internal"
http://unicom-project.eu/fhir/ValueSet/shelflifetype-spor-vs,0.1.0,draft,,SporShelfLifeType,EMA SPOR Shelf Life Type,"Shelf Life Type",,"Other"
http://unicom-project.eu/fhir/ValueSet/substances-vs,0.1.0,draft,,SubstancesSMS,EMA SPOR SMS Substances,"Value set for substances, PPL subset from SMS.","StructureDefinition/TransitionIngredient,StructureDefinition/PPLIngredient,StructureDefinition/MedicationAsManufacturedItem","Internal"
http://unicom-project.eu/fhir/ValueSet/unit-of-measurement-vs,0.1.0,draft,,UnitOfMeasurement,EMA SPOR Unit of Measurement,"Units of measurement. EMA SPOR RMS list based on UCUM.","StructureDefinition/PPLIngredient","Internal"
http://unicom-project.eu/fhir/ValueSet/unit-of-presentation,0.1.0,active,,UnitOfPresentation,EDQM Unit of Presentation,"ValueSet Unit of presentation from EDQM, UOP, see https://standardterms.edqm.eu/#",,"Other"
http://unicom-project.eu/fhir/ValueSet/unit-of-presentation-vs,0.1.0,draft,,UnitOfPresentation,EMA SPOR Unit of Presentation,"Units of presentation. EMA SPOR RMS list based on EDQM.","StructureDefinition/PPLAdministrableProductDefinition,StructureDefinition/PPLManufacturedItemDefinition,StructureDefinition/PPLPackagedProductDefinition","Internal"
http://unicom-project.eu/fhir/ValueSet/whoatc-unicom,0.1.0,active,,VsWhoAtcUnicom,WHO ATC,"World Health Organization Anatomical Therapeutic Chemical (ATC) classification system.  Note: The currently implemented code system and the value set expansion contain only a set of example ATC codes, not the complete code system content.",,"hl7.terminology.r5"
